plot,block,treatment,harvest.date1,harvest.data1,harvest.1,harvest.date2,harvest.data2,harvest.2,harvest.date3,harvest.data3,harvest.3,count.dates,quadrat,wh.coty,wh.0.2,wh.2.4,wh.4.12,wh.12,total,l4.no,g4.no,recruit.no,total.recruit,total.recruit.data,total.no.repro,total.flower.data,survival.proportions,survival.data,germ.seeds,germ.data
105,b1,spring alfalfa oats,8/2/22,yes,21.3,9/14/22,yes,1.65,na,no,na,6/23/22,1M,0,8,24,12,0,44,32,12,0,,no,,no,,no,15.5,yes
105,b1,spring alfalfa oats,8/2/22,yes,21.3,9/14/22,yes,1.65,na,no,na,6/30/22,1M,0,8,8,0,0,16,16,0,0,,no,,no,,no,,
105,b1,spring alfalfa oats,8/2/22,yes,21.3,9/14/22,yes,1.65,na,no,na,7/8/22,1M,0,8,16,0,0,24,24,0,8,,no,,no,,no,,
105,b1,spring alfalfa oats,8/2/22,yes,21.3,9/14/22,yes,1.65,na,no,na,7/11/22,1M,0,8,24,4,0,36,32,4,4,,no,,no,,no,,
105,b1,spring alfalfa oats,8/2/22,yes,21.3,9/14/22,yes,1.65,na,no,na,8/9/22,1M,0,8,8,8,0,24,16,8,0,,no,,no,,no,,
105,b1,spring alfalfa oats,8/2/22,yes,21.3,9/14/22,yes,1.65,na,no,na,9/8/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
105,b1,spring alfalfa oats,8/2/22,yes,21.3,9/14/22,yes,1.65,na,no,na,10/12/22,1M,0,0,8,0,0,8,8,0,8,76,yes,2,yes,0.026315789,yes,,
202,b2,spring alfalfa oats,8/2/22,yes,28,9/14/22,yes,0.71,na,no,na,6/1/22,1M,8,24,20,0,0,52,52,0,52,,no,,no,,no,,
202,b2,spring alfalfa oats,8/2/22,yes,28,9/14/22,yes,0.71,na,no,na,6/9/22,1M,0,36,12,0,0,48,48,0,0,,no,,no,,no,,
202,b2,spring alfalfa oats,8/2/22,yes,28,9/14/22,yes,0.71,na,no,na,6/17/22,1M,0,8,4,4,0,16,12,4,0,,no,,no,,no,,
202,b2,spring alfalfa oats,8/2/22,yes,28,9/14/22,yes,0.71,na,no,na,6/23/22,1M,0,16,8,12,0,36,24,12,4,,no,,no,,no,,
202,b2,spring alfalfa oats,8/2/22,yes,28,9/14/22,yes,0.71,na,no,na,6/30/22,1M,0,12,4,8,0,24,16,8,0,,no,,no,,no,,
202,b2,spring alfalfa oats,8/2/22,yes,28,9/14/22,yes,0.71,na,no,na,7/8/22,1M,8,12,4,0,0,24,24,0,8,,no,,no,,no,,
202,b2,spring alfalfa oats,8/2/22,yes,28,9/14/22,yes,0.71,na,no,na,7/11/22,1M,0,4,16,0,0,20,20,0,0,,no,,no,,no,,
202,b2,spring alfalfa oats,8/2/22,yes,28,9/14/22,yes,0.71,na,no,na,8/9/22,1M,0,4,20,20,8,52,24,28,0,,no,,no,,no,,
202,b2,spring alfalfa oats,8/2/22,yes,28,9/14/22,yes,0.71,na,no,na,9/8/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
202,b2,spring alfalfa oats,8/2/22,yes,28,9/14/22,yes,0.71,na,no,na,10/12/22,1M,0,0,0,0,0,0,0,0,0,64,yes,0,yes,0,yes,,
304,b3,spring alfalfa oats,8/2/22,yes,28.9,9/14/22,yes,1.19,na,no,na,6/1/22,1M,0,24,0,0,0,24,24,0,24,,no,,no,,no,,
304,b3,spring alfalfa oats,8/2/22,yes,28.9,9/14/22,yes,1.19,na,no,na,6/9/22,1M,0,32,0,0,0,32,32,0,8,,no,,no,,no,,
304,b3,spring alfalfa oats,8/2/22,yes,28.9,9/14/22,yes,1.19,na,no,na,6/17/22,1M,4,36,4,0,0,44,44,0,12,,no,,no,,no,,
304,b3,spring alfalfa oats,8/2/22,yes,28.9,9/14/22,yes,1.19,na,no,na,6/23/22,1M,0,28,8,0,0,36,36,0,0,,no,,no,,no,,
304,b3,spring alfalfa oats,8/2/22,yes,28.9,9/14/22,yes,1.19,na,no,na,6/30/22,1M,0,16,8,0,0,24,24,0,0,,no,,no,,no,,
304,b3,spring alfalfa oats,8/2/22,yes,28.9,9/14/22,yes,1.19,na,no,na,7/8/22,1M,0,16,0,0,0,16,16,0,0,,no,,no,,no,,
304,b3,spring alfalfa oats,8/2/22,yes,28.9,9/14/22,yes,1.19,na,no,na,7/11/22,1M,8,32,0,0,0,40,40,0,24,,no,,no,,no,,
304,b3,spring alfalfa oats,8/2/22,yes,28.9,9/14/22,yes,1.19,na,no,na,8/9/22,1M,0,8,16,8,0,32,24,8,0,,no,,no,,no,,
304,b3,spring alfalfa oats,8/2/22,yes,28.9,9/14/22,yes,1.19,na,no,na,9/8/22,1M,0,0,4,0,4,8,4,4,0,,no,,no,,no,,
304,b3,spring alfalfa oats,8/2/22,yes,28.9,9/14/22,yes,1.19,na,no,na,10/12/22,1M,0,0,0,0,0,0,0,0,0,68,yes,0,yes,0,yes,,
405,b4,spring alfalfa oats,8/2/22,yes,31.8,9/14/22,yes,0.6,na,no,na,6/1/22,1M,4,44,0,0,0,48,48,0,48,,no,,no,,no,,
405,b4,spring alfalfa oats,8/2/22,yes,31.8,9/14/22,yes,0.6,na,no,na,6/9/22,1M,44,108,0,0,0,152,152,0,104,,no,,no,,no,,
405,b4,spring alfalfa oats,8/2/22,yes,31.8,9/14/22,yes,0.6,na,no,na,6/17/22,1M,8,128,0,0,0,136,136,0,0,,no,,no,,no,,
405,b4,spring alfalfa oats,8/2/22,yes,31.8,9/14/22,yes,0.6,na,no,na,6/23/22,1M,8,60,12,0,0,80,80,0,0,,no,,no,,no,,
405,b4,spring alfalfa oats,8/2/22,yes,31.8,9/14/22,yes,0.6,na,no,na,6/30/22,1M,0,28,8,0,0,36,36,0,0,,no,,no,,no,,
405,b4,spring alfalfa oats,8/2/22,yes,31.8,9/14/22,yes,0.6,na,no,na,7/8/22,1M,0,48,0,0,0,48,48,0,12,,no,,no,,no,,
405,b4,spring alfalfa oats,8/2/22,yes,31.8,9/14/22,yes,0.6,na,no,na,7/11/22,1M,0,48,0,0,0,48,48,0,0,,no,,no,,no,,
405,b4,spring alfalfa oats,8/2/22,yes,31.8,9/14/22,yes,0.6,na,no,na,8/9/22,1M,0,4,72,16,0,92,76,16,12,,no,,no,,no,,
405,b4,spring alfalfa oats,8/2/22,yes,31.8,9/14/22,yes,0.6,na,no,na,9/8/22,1M,0,4,12,16,0,32,16,16,0,,no,,no,,no,,
405,b4,spring alfalfa oats,8/2/22,yes,31.8,9/14/22,yes,0.6,na,no,na,10/12/22,1M,0,0,16,0,0,16,16,0,0,176,yes,4,yes,0.022727273,yes,,
101,b1,spring alfalfa orchard grass,7/12/22,yes,0.92,9/14/22,yes,1.35,na,no,na,6/1/22,1M,16,108,20,0,0,144,144,0,144,,no,,no,,no,24.5,yes
101,b1,spring alfalfa orchard grass,7/12/22,yes,0.92,9/14/22,yes,1.35,na,no,na,6/9/22,1M,0,112,32,0,0,144,144,0,0,,no,,no,,no,24.5,yes
101,b1,spring alfalfa orchard grass,7/12/22,yes,0.92,9/14/22,yes,1.35,na,no,na,6/17/22,1M,0,32,4,4,0,40,36,4,0,,no,,no,,no,24.5,yes
101,b1,spring alfalfa orchard grass,7/12/22,yes,0.92,9/14/22,yes,1.35,na,no,na,6/23/22,1M,0,20,0,4,0,24,20,4,0,,no,,no,,no,24.5,yes
101,b1,spring alfalfa orchard grass,7/12/22,yes,0.92,9/14/22,yes,1.35,na,no,na,6/30/22,1M,0,16,0,8,0,24,16,8,0,,no,,no,,no,,
101,b1,spring alfalfa orchard grass,7/12/22,yes,0.92,9/14/22,yes,1.35,na,no,na,7/8/22,1M,0,4,16,0,4,24,20,4,4,,no,,no,,no,,
101,b1,spring alfalfa orchard grass,7/12/22,yes,0.92,9/14/22,yes,1.35,na,no,na,7/11/22,1M,0,0,24,4,0,28,24,4,4,,no,,no,,no,,
101,b1,spring alfalfa orchard grass,7/12/22,yes,0.92,9/14/22,yes,1.35,na,no,na,8/9/22,1M,0,56,60,0,0,116,116,0,92,,no,,no,,no,,
101,b1,spring alfalfa orchard grass,7/12/22,yes,0.92,9/14/22,yes,1.35,na,no,na,9/8/22,1M,0,0,4,0,12,16,4,12,0,,no,,no,,no,,
101,b1,spring alfalfa orchard grass,7/12/22,yes,0.92,9/14/22,yes,1.35,na,no,na,10/12/22,1M,0,0,8,0,0,8,8,0,4,248,yes,2,yes,0.008064516,yes,,
204,b2,spring alfalfa orchard grass,7/12/22,yes,0.87,9/14/22,yes,1.37,na,no,na,6/1/22,1M,0,72,12,4,0,88,84,4,88,,no,,no,,no,,
204,b2,spring alfalfa orchard grass,7/12/22,yes,0.87,9/14/22,yes,1.37,na,no,na,6/9/22,1M,0,52,32,1,0,85,84,1,0,,no,,no,,no,,
204,b2,spring alfalfa orchard grass,7/12/22,yes,0.87,9/14/22,yes,1.37,na,no,na,6/17/22,1M,20,64,36,8,0,128,120,8,29,,no,,no,,no,,
204,b2,spring alfalfa orchard grass,7/12/22,yes,0.87,9/14/22,yes,1.37,na,no,na,6/23/22,1M,0,24,0,32,8,64,24,40,0,,no,,no,,no,,
204,b2,spring alfalfa orchard grass,7/12/22,yes,0.87,9/14/22,yes,1.37,na,no,na,6/30/22,1M,0,0,16,28,16,60,16,44,0,,no,,no,,no,,
204,b2,spring alfalfa orchard grass,7/12/22,yes,0.87,9/14/22,yes,1.37,na,no,na,7/8/22,1M,0,0,20,36,8,64,20,44,4,,no,,no,,no,,
204,b2,spring alfalfa orchard grass,7/12/22,yes,0.87,9/14/22,yes,1.37,na,no,na,7/11/22,1M,0,24,20,32,16,92,44,48,20,,no,,no,,no,,
204,b2,spring alfalfa orchard grass,7/12/22,yes,0.87,9/14/22,yes,1.37,na,no,na,8/9/22,1M,0,44,40,0,0,84,84,0,40,,no,,no,,no,,
204,b2,spring alfalfa orchard grass,7/12/22,yes,0.87,9/14/22,yes,1.37,na,no,na,9/8/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
204,b2,spring alfalfa orchard grass,7/12/22,yes,0.87,9/14/22,yes,1.37,na,no,na,10/12/22,1M,0,0,4,0,0,4,4,0,4,185,yes,1,yes,0.005405405,yes,,
306,b3,spring alfalfa orchard grass,7/12/22,yes,1.41,9/14/22,yes,1.03,na,no,na,6/1/22,1M,0,8,12,4,0,24,20,4,24,,no,,no,,no,,
306,b3,spring alfalfa orchard grass,7/12/22,yes,1.41,9/14/22,yes,1.03,na,no,na,6/9/22,1M,0,40,20,12,0,72,60,12,32,,no,,no,,no,,
306,b3,spring alfalfa orchard grass,7/12/22,yes,1.41,9/14/22,yes,1.03,na,no,na,6/17/22,1M,0,24,8,20,0,52,32,20,0,,no,,no,,no,,
306,b3,spring alfalfa orchard grass,7/12/22,yes,1.41,9/14/22,yes,1.03,na,no,na,6/23/22,1M,0,24,12,8,16,60,36,24,0,,no,,no,,no,,
306,b3,spring alfalfa orchard grass,7/12/22,yes,1.41,9/14/22,yes,1.03,na,no,na,6/30/22,1M,0,8,16,24,24,72,24,48,0,,no,,no,,no,,
306,b3,spring alfalfa orchard grass,7/12/22,yes,1.41,9/14/22,yes,1.03,na,no,na,7/8/22,1M,0,8,20,4,20,52,28,24,4,,no,,no,,no,,
306,b3,spring alfalfa orchard grass,7/12/22,yes,1.41,9/14/22,yes,1.03,na,no,na,7/11/22,1M,0,0,16,8,20,44,16,28,0,,no,,no,,no,,
306,b3,spring alfalfa orchard grass,7/12/22,yes,1.41,9/14/22,yes,1.03,na,no,na,8/9/22,1M,0,0,60,4,0,64,60,4,44,,no,,no,,no,,
306,b3,spring alfalfa orchard grass,7/12/22,yes,1.41,9/14/22,yes,1.03,na,no,na,9/8/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
306,b3,spring alfalfa orchard grass,7/12/22,yes,1.41,9/14/22,yes,1.03,na,no,na,10/12/22,1M,0,0,0,0,0,0,0,0,0,104,yes,0,yes,0,yes,,
402,b4,spring alfalfa orchard grass,7/12/22,yes,1.04,9/14/22,yes,1,na,no,na,6/1/22,1M,0,52,0,0,0,52,52,0,52,,no,,no,,no,,
402,b4,spring alfalfa orchard grass,7/12/22,yes,1.04,9/14/22,yes,1,na,no,na,6/9/22,1M,8,40,16,4,0,68,64,4,8,,no,,no,,no,,
402,b4,spring alfalfa orchard grass,7/12/22,yes,1.04,9/14/22,yes,1,na,no,na,6/17/22,1M,0,12,20,20,0,52,32,20,0,,no,,no,,no,,
402,b4,spring alfalfa orchard grass,7/12/22,yes,1.04,9/14/22,yes,1,na,no,na,6/23/22,1M,0,27,20,4,4,55,47,8,15,,no,,no,,no,,
402,b4,spring alfalfa orchard grass,7/12/22,yes,1.04,9/14/22,yes,1,na,no,na,6/30/22,1M,0,16,0,24,8,48,16,32,0,,no,,no,,no,,
402,b4,spring alfalfa orchard grass,7/12/22,yes,1.04,9/14/22,yes,1,na,no,na,7/8/22,1M,0,12,0,16,12,40,12,28,0,,no,,no,,no,,
402,b4,spring alfalfa orchard grass,7/12/22,yes,1.04,9/14/22,yes,1,na,no,na,7/11/22,1M,0,0,8,24,20,52,8,44,0,,no,,no,,no,,
402,b4,spring alfalfa orchard grass,7/12/22,yes,1.04,9/14/22,yes,1,na,no,na,8/9/22,1M,0,0,20,0,0,20,20,0,12,,no,,no,,no,,
402,b4,spring alfalfa orchard grass,7/12/22,yes,1.04,9/14/22,yes,1,na,no,na,9/8/22,1M,0,0,40,0,0,40,40,0,20,,no,,no,,no,,
402,b4,spring alfalfa orchard grass,7/12/22,yes,1.04,9/14/22,yes,1,na,no,na,10/12/22,1M,0,0,0,0,4,4,0,4,0,107,yes,1,yes,0.009345794,yes,,
104,b1,fall wheat cc mix,7/28/23,yes,3.06,na,no,na,na,no,na,5/4/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
104,b1,fall wheat cc mix,7/28/23,yes,3.06,na,no,na,na,no,na,5/16/23,1M,5,0,0,0,0,5,5,0,5,,no,,no,,no,,
104,b1,fall wheat cc mix,7/28/23,yes,3.06,na,no,na,na,no,na,5/22/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
104,b1,fall wheat cc mix,7/28/23,yes,3.06,na,no,na,na,no,na,5/30/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
104,b1,fall wheat cc mix,7/28/23,yes,3.06,na,no,na,na,no,na,6/5/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
104,b1,fall wheat cc mix,7/28/23,yes,3.06,na,no,na,na,no,na,6/13/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
104,b1,fall wheat cc mix,7/28/23,yes,3.06,na,no,na,na,no,na,6/21/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
104,b1,fall wheat cc mix,7/28/23,yes,3.06,na,no,na,na,no,na,6/28/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
104,b1,fall wheat cc mix,7/28/23,yes,3.06,na,no,na,na,no,na,7/6/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
104,b1,fall wheat cc mix,7/28/23,yes,3.06,na,no,na,na,no,na,7/12/23,1M,0,1,0,0,0,1,1,0,1,,no,,no,,no,,
104,b1,fall wheat cc mix,7/28/23,yes,3.06,na,no,na,na,no,na,7/18/23,1M,0,1,0,0,0,1,1,0,0,,no,,no,,no,,
104,b1,fall wheat cc mix,7/28/23,yes,3.06,na,no,na,na,no,na,7/25/23,1M,0,1,0,0,0,1,1,0,0,,no,,no,,no,,
104,b1,fall wheat cc mix,7/28/23,yes,3.06,na,no,na,na,no,na,7/31/23,1M,0,3,1,0,0,4,4,0,3,,no,,no,,no,,
104,b1,fall wheat cc mix,7/28/23,yes,3.06,na,no,na,na,no,na,8/10/23,1M,0,0,3,0,0,3,3,0,0,,no,,no,,no,,
104,b1,fall wheat cc mix,7/28/23,yes,3.06,na,no,na,na,no,na,8/15/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
104,b1,fall wheat cc mix,7/28/23,yes,3.06,na,no,na,na,no,na,8/22/23,1M,0,0,1,0,0,1,1,0,1,,no,,no,,no,,
104,b1,fall wheat cc mix,7/28/23,yes,3.06,na,no,na,na,no,na,8/31/23,1M,0,1,1,1,0,3,2,1,0,,no,,no,,no,,
104,b1,fall wheat cc mix,7/28/23,yes,3.06,na,no,na,na,no,na,9/8/23,1M,0,0,1,1,0,2,1,1,0,,no,,no,,no,,
104,b1,fall wheat cc mix,7/28/23,yes,3.06,na,no,na,na,no,na,9/13/23,1M,0,0,0,2,1,3,0,3,0,,no,,no,,no,,
104,b1,fall wheat cc mix,7/28/23,yes,3.06,na,no,na,na,no,na,9/22/23,1M,0,0,2,0,0,2,2,0,2,,no,,no,,no,,
104,b1,fall wheat cc mix,7/28/23,yes,3.06,na,no,na,na,no,na,9/29/23,1M,0,0,1,1,0,2,1,1,0,12,yes,1,yes,0.083333333,yes,,
201,b2,fall wheat cc mix,7/28/23,yes,3.69,na,no,na,na,no,na,5/4/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
201,b2,fall wheat cc mix,7/28/23,yes,3.69,na,no,na,na,no,na,5/16/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
201,b2,fall wheat cc mix,7/28/23,yes,3.69,na,no,na,na,no,na,5/22/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
201,b2,fall wheat cc mix,7/28/23,yes,3.69,na,no,na,na,no,na,5/30/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
201,b2,fall wheat cc mix,7/28/23,yes,3.69,na,no,na,na,no,na,6/5/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
201,b2,fall wheat cc mix,7/28/23,yes,3.69,na,no,na,na,no,na,6/13/23,1M,0,2,0,0,0,2,2,0,2,,no,,no,,no,,
201,b2,fall wheat cc mix,7/28/23,yes,3.69,na,no,na,na,no,na,6/21/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
201,b2,fall wheat cc mix,7/28/23,yes,3.69,na,no,na,na,no,na,6/28/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
201,b2,fall wheat cc mix,7/28/23,yes,3.69,na,no,na,na,no,na,7/6/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
201,b2,fall wheat cc mix,7/28/23,yes,3.69,na,no,na,na,no,na,7/12/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
201,b2,fall wheat cc mix,7/28/23,yes,3.69,na,no,na,na,no,na,7/18/23,1M,5,4,1,0,0,10,10,0,10,,no,,no,,no,,
201,b2,fall wheat cc mix,7/28/23,yes,3.69,na,no,na,na,no,na,7/25/23,1M,0,9,4,0,0,13,13,0,3,,no,,no,,no,,
201,b2,fall wheat cc mix,7/28/23,yes,3.69,na,no,na,na,no,na,7/31/23,1M,0,0,4,0,0,4,4,0,0,,no,,no,,no,,
201,b2,fall wheat cc mix,7/28/23,yes,3.69,na,no,na,na,no,na,8/10/23,1M,0,0,5,3,0,8,5,3,0,,no,,no,,no,,
201,b2,fall wheat cc mix,7/28/23,yes,3.69,na,no,na,na,no,na,8/15/23,1M,0,0,7,3,0,10,7,3,2,,no,,no,,no,,
201,b2,fall wheat cc mix,7/28/23,yes,3.69,na,no,na,na,no,na,8/22/23,1M,0,0,4,1,0,5,4,1,0,,no,,no,,no,,
201,b2,fall wheat cc mix,7/28/23,yes,3.69,na,no,na,na,no,na,8/31/23,1M,0,0,0,3,0,3,0,3,0,,no,,no,,no,,
201,b2,fall wheat cc mix,7/28/23,yes,3.69,na,no,na,na,no,na,9/8/23,1M,0,0,0,0,2,2,0,2,0,,no,,no,,no,,
201,b2,fall wheat cc mix,7/28/23,yes,3.69,na,no,na,na,no,na,9/13/23,1M,0,0,1,0,2,3,1,2,1,,no,,no,,no,,
201,b2,fall wheat cc mix,7/28/23,yes,3.69,na,no,na,na,no,na,9/22/23,1M,0,0,1,0,1,2,1,1,0,,no,,no,,no,,
201,b2,fall wheat cc mix,7/28/23,yes,3.69,na,no,na,na,no,na,9/29/23,1M,0,0,0,1,1,2,0,2,0,18,yes,2,yes,0.111111111,yes,,
302,b3,fall wheat cc mix,7/28/23,yes,3.24,na,no,na,na,no,na,5/4/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
302,b3,fall wheat cc mix,7/28/23,yes,3.24,na,no,na,na,no,na,5/16/23,1M,5,3,0,0,0,8,8,0,8,,no,,no,,no,,
302,b3,fall wheat cc mix,7/28/23,yes,3.24,na,no,na,na,no,na,5/22/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
302,b3,fall wheat cc mix,7/28/23,yes,3.24,na,no,na,na,no,na,5/30/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
302,b3,fall wheat cc mix,7/28/23,yes,3.24,na,no,na,na,no,na,6/5/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
302,b3,fall wheat cc mix,7/28/23,yes,3.24,na,no,na,na,no,na,6/13/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
302,b3,fall wheat cc mix,7/28/23,yes,3.24,na,no,na,na,no,na,6/21/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
302,b3,fall wheat cc mix,7/28/23,yes,3.24,na,no,na,na,no,na,6/28/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
302,b3,fall wheat cc mix,7/28/23,yes,3.24,na,no,na,na,no,na,7/6/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
302,b3,fall wheat cc mix,7/28/23,yes,3.24,na,no,na,na,no,na,7/12/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
302,b3,fall wheat cc mix,7/28/23,yes,3.24,na,no,na,na,no,na,7/18/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
302,b3,fall wheat cc mix,7/28/23,yes,3.24,na,no,na,na,no,na,7/25/23,1M,0,12,3,0,0,15,15,0,15,,no,,no,,no,,
302,b3,fall wheat cc mix,7/28/23,yes,3.24,na,no,na,na,no,na,7/31/23,1M,0,4,1,3,0,8,5,3,0,,no,,no,,no,,
302,b3,fall wheat cc mix,7/28/23,yes,3.24,na,no,na,na,no,na,8/10/23,1M,0,3,5,3,0,11,8,3,3,,no,,no,,no,,
302,b3,fall wheat cc mix,7/28/23,yes,3.24,na,no,na,na,no,na,8/15/23,1M,0,0,3,8,0,11,3,8,0,,no,,no,,no,,
302,b3,fall wheat cc mix,7/28/23,yes,3.24,na,no,na,na,no,na,8/22/23,1M,0,0,2,1,0,3,2,1,0,,no,,no,,no,,
302,b3,fall wheat cc mix,7/28/23,yes,3.24,na,no,na,na,no,na,8/31/23,1M,0,0,2,1,0,3,2,1,0,,no,,no,,no,,
302,b3,fall wheat cc mix,7/28/23,yes,3.24,na,no,na,na,no,na,9/8/23,1M,0,0,0,5,3,8,0,8,0,,no,,no,,no,,
302,b3,fall wheat cc mix,7/28/23,yes,3.24,na,no,na,na,no,na,9/13/23,1M,0,0,13,7,3,23,13,10,11,,no,,no,,no,,
302,b3,fall wheat cc mix,7/28/23,yes,3.24,na,no,na,na,no,na,9/22/23,1M,0,0,1,5,0,6,1,5,0,,no,,no,,no,,
302,b3,fall wheat cc mix,7/28/23,yes,3.24,na,no,na,na,no,na,9/29/23,1M,0,0,1,6,0,7,1,6,0,37,yes,5,yes,0.135135135,yes,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,5/4/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,5/16/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,5/22/23,1M,0,2,0,0,0,2,2,0,2,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,5/30/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,6/5/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,6/13/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,6/21/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,6/28/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,7/6/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,7/12/23,1M,0,8,0,0,0,8,8,0,8,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,7/18/23,1M,2,7,0,0,0,9,9,0,1,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,7/25/23,1M,0,6,4,1,0,11,10,1,0,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,7/31/23,1M,0,6,4,0,0,10,10,0,0,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,8/10/23,1M,0,6,4,0,0,10,10,0,0,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,8/15/23,1M,0,5,3,1,0,9,8,1,0,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,8/22/23,1M,0,0,3,1,0,4,3,1,0,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,8/31/23,1M,0,1,3,1,1,6,4,2,0,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,9/8/23,1M,0,0,0,7,0,7,0,7,0,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,9/13/23,1M,0,0,5,2,0,7,5,2,5,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,9/22/23,1M,0,0,1,3,0,4,1,3,0,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,9/29/23,1M,0,0,4,4,0,8,4,4,2,18,yes,7,yes,0.388888889,yes,,
103,b1,fall wheat clover,7/28/23,yes,3.03,8/17/23,yes,1.8,na,no,na,5/4/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
103,b1,fall wheat clover,7/28/23,yes,3.03,8/17/23,yes,1.8,na,no,na,5/16/23,1M,1,5,0,0,0,6,6,0,6,,no,,no,,no,,
103,b1,fall wheat clover,7/28/23,yes,3.03,8/17/23,yes,1.8,na,no,na,5/22/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
103,b1,fall wheat clover,7/28/23,yes,3.03,8/17/23,yes,1.8,na,no,na,5/30/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
103,b1,fall wheat clover,7/28/23,yes,3.03,8/17/23,yes,1.8,na,no,na,6/5/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
103,b1,fall wheat clover,7/28/23,yes,3.03,8/17/23,yes,1.8,na,no,na,6/13/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
