plot,block,treatment,count.dates,year,quadrat,wh.coty,wh.0.2,wh.2.4,wh.4.12,wh.12,weekly.total,c.2,2.12,recruitment,Spring.Ryelage,Mid-June,Alfalfa.1,Small.Grains,Forage.2
101,1,alfalfa/orchardgrass,7/18/23,2023,1M,0,1,8,5,0,14,1,13,-1,,,,,
101,1,alfalfa/orchardgrass,7/25/23,2023,1M,1,10,3,1,0,15,11,4,1,,,,,
101,1,alfalfa/orchardgrass,7/31/23,2023,1M,1,6,6,2,0,15,7,8,0,,,,,
101,1,alfalfa/orchardgrass,8/10/23,2023,1M,0,5,8,1,0,14,5,9,-1,,,,,
101,1,alfalfa/orchardgrass,8/15/23,2023,1M,0,4,10,1,0,15,4,11,1,,,,,
101,1,alfalfa/orchardgrass,8/22/23,2023,1M,0,3,0,0,0,3,3,0,-12,,,,,
101,1,alfalfa/orchardgrass,8/31/23,2023,1M,0,2,2,0,0,4,2,2,1,,,,,
101,1,alfalfa/orchardgrass,9/8/23,2023,1M,0,1,3,0,0,4,1,3,0,,,,,
101,1,alfalfa/orchardgrass,9/13/23,2023,1M,0,0,3,0,0,3,0,3,-1,,,,,
101,1,alfalfa/orchardgrass,9/22/23,2023,1M,0,0,3,0,0,3,0,3,0,,,,,
101,1,alfalfa/orchardgrass,9/29/23,2023,1M,0,0,5,1,0,6,0,6,3,,,,,
102,1,ryelage-sorghum sudangrass,5/4/23,2023,1M,0,0,0,0,0,0,0,0,0,15,0,45,53,58
102,1,ryelage-sorghum sudangrass,5/16/23,2023,1M,7,8,0,0,0,15,15,0,15,,,,,
102,1,ryelage-sorghum sudangrass,5/22/23,2023,1M,0,0,0,0,0,0,0,0,-15,,,,,
102,1,ryelage-sorghum sudangrass,5/30/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
102,1,ryelage-sorghum sudangrass,6/5/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
102,1,ryelage-sorghum sudangrass,6/13/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
102,1,ryelage-sorghum sudangrass,6/21/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
102,1,ryelage-sorghum sudangrass,6/28/23,2023,1M,7,38,0,0,0,45,45,0,45,,,,,
102,1,ryelage-sorghum sudangrass,7/6/23,2023,1M,0,3,19,20,0,42,3,39,-3,,,,,
102,1,ryelage-sorghum sudangrass,7/12/23,2023,1M,0,10,14,18,0,42,10,32,0,,,,,
102,1,ryelage-sorghum sudangrass,7/18/23,2023,1M,0,0,7,28,18,53,0,53,11,,,,,
102,1,ryelage-sorghum sudangrass,7/25/23,2023,1M,0,3,6,37,7,53,3,50,0,,,,,
102,1,ryelage-sorghum sudangrass,7/31/23,2023,1M,0,0,3,37,13,53,0,53,0,,,,,
102,1,ryelage-sorghum sudangrass,8/10/23,2023,1M,0,0,6,28,20,54,0,54,1,,,,,
102,1,ryelage-sorghum sudangrass,8/15/23,2023,1M,0,0,8,29,21,58,0,58,4,,,,,
102,1,ryelage-sorghum sudangrass,8/22/23,2023,1M,0,0,5,0,0,5,0,5,-53,,,,,
102,1,ryelage-sorghum sudangrass,8/31/23,2023,1M,1,10,0,0,0,11,11,0,6,,,,,
102,1,ryelage-sorghum sudangrass,9/8/23,2023,1M,0,2,6,3,0,11,2,9,0,,,,,
102,1,ryelage-sorghum sudangrass,9/13/23,2023,1M,0,0,0,13,0,13,0,13,2,,,,,
102,1,ryelage-sorghum sudangrass,9/22/23,2023,1M,0,0,5,6,0,11,0,11,-2,,,,,
102,1,ryelage-sorghum sudangrass,9/29/23,2023,1M,0,0,8,2,0,10,0,10,-1,,,,,
103,1,wheat/clover,5/4/23,2023,1M,0,0,0,0,0,0,0,0,0,6,0,0,1,3
103,1,wheat/clover,5/16/23,2023,1M,1,5,0,0,0,6,6,0,6,,,,,
103,1,wheat/clover,5/22/23,2023,1M,0,0,0,0,0,0,0,0,-6,,,,,
103,1,wheat/clover,5/30/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
103,1,wheat/clover,6/5/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
103,1,wheat/clover,6/13/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
103,1,wheat/clover,6/21/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
103,1,wheat/clover,6/28/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
103,1,wheat/clover,7/6/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
103,1,wheat/clover,7/12/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
103,1,wheat/clover,7/18/23,2023,1M,0,0,1,0,0,1,0,1,1,,,,,
103,1,wheat/clover,7/25/23,2023,1M,0,0,1,0,0,1,0,1,0,,,,,
103,1,wheat/clover,7/31/23,2023,1M,0,4,0,1,0,5,4,1,4,,,,,
103,1,wheat/clover,8/10/23,2023,1M,0,0,2,3,0,5,0,5,0,,,,,
103,1,wheat/clover,8/15/23,2023,1M,0,0,2,1,0,3,0,3,-2,,,,,
103,1,wheat/clover,8/22/23,2023,1M,0,0,2,0,0,2,0,2,-1,,,,,
103,1,wheat/clover,8/31/23,2023,1M,0,0,1,0,0,1,0,1,-1,,,,,
103,1,wheat/clover,9/8/23,2023,1M,0,0,2,0,0,2,0,2,1,,,,,
103,1,wheat/clover,9/13/23,2023,1M,0,0,1,1,0,2,0,2,0,,,,,
103,1,wheat/clover,9/22/23,2023,1M,0,0,1,0,0,1,0,1,-1,,,,,
103,1,wheat/clover,9/29/23,2023,1M,0,0,0,0,0,0,0,0,-1,,,,,
104,1,wheat-cc mix,5/4/23,2023,1M,0,0,0,0,0,0,0,0,0,5,0,0,1,0
104,1,wheat-cc mix,5/16/23,2023,1M,5,0,0,0,0,5,5,0,5,,,,,
104,1,wheat-cc mix,5/22/23,2023,1M,0,0,0,0,0,0,0,0,-5,,,,,
104,1,wheat-cc mix,5/30/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
104,1,wheat-cc mix,6/5/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
104,1,wheat-cc mix,6/13/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
104,1,wheat-cc mix,6/21/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
104,1,wheat-cc mix,6/28/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
104,1,wheat-cc mix,7/6/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
104,1,wheat-cc mix,7/12/23,2023,1M,0,1,0,0,0,1,1,0,1,,,,,
104,1,wheat-cc mix,7/18/23,2023,1M,0,1,0,0,0,1,1,0,0,,,,,
104,1,wheat-cc mix,7/25/23,2023,1M,0,1,0,0,0,1,1,0,0,,,,,
104,1,wheat-cc mix,7/31/23,2023,1M,0,3,1,0,0,4,3,1,3,,,,,
104,1,wheat-cc mix,8/10/23,2023,1M,0,0,3,0,0,3,0,3,-1,,,,,
104,1,wheat-cc mix,8/15/23,2023,1M,0,0,0,0,0,0,0,0,-3,,,,,
104,1,wheat-cc mix,8/22/23,2023,1M,0,0,1,0,0,1,0,1,1,,,,,
104,1,wheat-cc mix,8/31/23,2023,1M,0,1,1,1,0,3,1,2,2,,,,,
104,1,wheat-cc mix,9/8/23,2023,1M,0,0,1,1,0,2,0,2,-1,,,,,
104,1,wheat-cc mix,9/13/23,2023,1M,0,0,0,2,1,3,0,3,1,,,,,
104,1,wheat-cc mix,9/22/23,2023,1M,0,0,2,0,0,2,0,2,-1,,,,,
104,1,wheat-cc mix,9/29/23,2023,1M,0,0,1,1,0,2,0,2,0,,,,,
105,1,alfalfa/oats,5/4/23,2023,1M,0,0,0,0,0,0,0,0,0,5,3,1,4,5
105,1,alfalfa/oats,5/16/23,2023,1M,2,3,0,0,0,5,5,0,5,,,,,
105,1,alfalfa/oats,5/22/23,2023,1M,0,4,0,0,0,4,4,0,-1,,,,,
105,1,alfalfa/oats,5/30/23,2023,1M,0,6,0,0,0,6,6,0,2,,,,,
105,1,alfalfa/oats,6/5/23,2023,1M,0,2,0,0,0,2,2,0,-4,,,,,
105,1,alfalfa/oats,6/13/23,2023,1M,0,3,0,0,0,3,3,0,1,,,,,
105,1,alfalfa/oats,6/21/23,2023,1M,0,2,0,0,0,2,2,0,-1,,,,,
105,1,alfalfa/oats,6/28/23,2023,1M,0,1,0,0,0,1,1,0,-1,,,,,
105,1,alfalfa/oats,7/6/23,2023,1M,0,0,1,0,0,1,0,1,0,,,,,
105,1,alfalfa/oats,7/12/23,2023,1M,0,1,2,0,0,3,1,2,2,,,,,
105,1,alfalfa/oats,7/18/23,2023,1M,0,3,1,0,0,4,3,1,1,,,,,
105,1,alfalfa/oats,7/25/23,2023,1M,0,2,2,0,0,4,2,2,0,,,,,
105,1,alfalfa/oats,7/31/23,2023,1M,0,3,3,0,0,6,3,3,2,,,,,
105,1,alfalfa/oats,8/10/23,2023,1M,0,0,5,0,0,5,0,5,-1,,,,,
105,1,alfalfa/oats,8/15/23,2023,1M,0,0,5,0,0,5,0,5,0,,,,,
105,1,alfalfa/oats,8/22/23,2023,1M,0,1,2,0,0,3,1,2,-2,,,,,
105,1,alfalfa/oats,8/31/23,2023,1M,0,1,2,0,0,3,1,2,0,,,,,
105,1,alfalfa/oats,9/8/23,2023,1M,0,0,3,0,0,3,0,3,0,,,,,
105,1,alfalfa/oats,9/13/23,2023,1M,0,0,0,5,0,5,0,5,2,,,,,
105,1,alfalfa/oats,9/22/23,2023,1M,0,0,3,0,0,3,0,3,-2,,,,,
105,1,alfalfa/oats,9/29/23,2023,1M,0,1,1,0,0,2,1,1,-1,,,,,
106,1,oats-cc mix,5/4/23,2023,1M,0,0,0,0,0,0,0,0,0,0,0,9,13,6
106,1,oats-cc mix,5/16/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
106,1,oats-cc mix,5/22/23,2023,1M,0,6,0,0,0,6,6,0,6,,,,,
106,1,oats-cc mix,5/30/23,2023,1M,0,4,0,0,0,4,4,0,-2,,,,,
106,1,oats-cc mix,6/5/23,2023,1M,0,0,0,0,0,0,0,0,-4,,,,,
106,1,oats-cc mix,6/13/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
106,1,oats-cc mix,6/21/23,2023,1M,0,3,0,0,0,3,3,0,3,,,,,
106,1,oats-cc mix,6/28/23,2023,1M,2,7,0,0,0,9,9,0,6,,,,,
106,1,oats-cc mix,7/6/23,2023,1M,0,0,0,1,0,1,0,1,-8,,,,,
106,1,oats-cc mix,7/12/23,2023,1M,0,9,0,0,0,9,9,0,8,,,,,
106,1,oats-cc mix,7/18/23,2023,1M,0,4,4,1,0,9,4,5,0,,,,,
106,1,oats-cc mix,7/25/23,2023,1M,1,9,3,0,0,13,10,3,4,,,,,
106,1,oats-cc mix,7/31/23,2023,1M,0,10,3,0,0,13,10,3,0,,,,,
106,1,oats-cc mix,8/10/23,2023,1M,0,0,9,3,0,12,0,12,-1,,,,,
106,1,oats-cc mix,8/15/23,2023,1M,0,0,6,0,0,6,0,6,-6,,,,,
106,1,oats-cc mix,8/22/23,2023,1M,0,0,6,0,0,6,0,6,0,,,,,
106,1,oats-cc mix,8/31/23,2023,1M,0,0,6,0,0,6,0,6,0,,,,,
106,1,oats-cc mix,9/8/23,2023,1M,0,0,3,3,0,6,0,6,0,,,,,
106,1,oats-cc mix,9/13/23,2023,1M,0,0,0,10,0,10,0,10,4,,,,,
106,1,oats-cc mix,9/22/23,2023,1M,0,2,4,0,0,6,2,4,-4,,,,,
106,1,oats-cc mix,9/29/23,2023,1M,0,1,3,8,0,12,1,11,6,,,,,
201,2,wheat-cc mix,5/4/23,2023,1M,0,0,0,0,0,0,0,0,0,0,2,0,13,10
201,2,wheat-cc mix,5/16/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
201,2,wheat-cc mix,5/22/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
201,2,wheat-cc mix,5/30/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
201,2,wheat-cc mix,6/5/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
201,2,wheat-cc mix,6/13/23,2023,1M,0,2,0,0,0,2,2,0,2,,,,,
201,2,wheat-cc mix,6/21/23,2023,1M,0,0,0,0,0,0,0,0,-2,,,,,
201,2,wheat-cc mix,6/28/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
201,2,wheat-cc mix,7/6/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
201,2,wheat-cc mix,7/12/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
201,2,wheat-cc mix,7/18/23,2023,1M,5,4,1,0,0,10,9,1,10,,,,,
201,2,wheat-cc mix,7/25/23,2023,1M,0,9,4,0,0,13,9,4,3,,,,,
201,2,wheat-cc mix,7/31/23,2023,1M,0,0,4,0,0,4,0,4,-9,,,,,
201,2,wheat-cc mix,8/10/23,2023,1M,0,0,5,3,0,8,0,8,4,,,,,
201,2,wheat-cc mix,8/15/23,2023,1M,0,0,7,3,0,10,0,10,2,,,,,
201,2,wheat-cc mix,8/22/23,2023,1M,0,0,4,1,0,5,0,5,-5,,,,,
201,2,wheat-cc mix,8/31/23,2023,1M,0,0,0,3,0,3,0,3,-2,,,,,
201,2,wheat-cc mix,9/8/23,2023,1M,0,0,0,0,2,2,0,2,-1,,,,,
201,2,wheat-cc mix,9/13/23,2023,1M,0,0,1,0,2,3,0,3,1,,,,,
201,2,wheat-cc mix,9/22/23,2023,1M,0,0,1,0,1,2,0,2,-1,,,,,
201,2,wheat-cc mix,9/29/23,2023,1M,0,0,0,1,1,2,0,2,0,,,,,
202,2,oats-cc mix,5/4/23,2023,1M,0,0,0,0,0,0,0,0,0,2,6,5,13,3
202,2,oats-cc mix,5/16/23,2023,1M,2,0,0,0,0,2,2,0,2,,,,,
202,2,oats-cc mix,5/22/23,2023,1M,0,6,0,0,0,6,6,0,4,,,,,
202,2,oats-cc mix,5/30/23,2023,1M,0,3,0,0,0,3,3,0,-3,,,,,
202,2,oats-cc mix,6/5/23,2023,1M,0,7,0,0,0,7,7,0,4,,,,,
202,2,oats-cc mix,6/13/23,2023,1M,0,6,0,0,0,6,6,0,-1,,,,,
202,2,oats-cc mix,6/21/23,2023,1M,0,6,0,0,0,6,6,0,0,,,,,
202,2,oats-cc mix,6/28/23,2023,1M,0,2,2,1,0,5,2,3,-1,,,,,
202,2,oats-cc mix,7/6/23,2023,1M,0,0,5,2,0,7,0,7,2,,,,,
202,2,oats-cc mix,7/12/23,2023,1M,0,1,5,2,0,8,1,7,1,,,,,
202,2,oats-cc mix,7/18/23,2023,1M,0,4,3,6,0,13,4,9,5,,,,,
202,2,oats-cc mix,7/25/23,2023,1M,0,3,8,2,0,13,3,10,0,,,,,
202,2,oats-cc mix,7/31/23,2023,1M,0,7,4,2,0,13,7,6,0,,,,,
202,2,oats-cc mix,8/10/23,2023,1M,0,2,13,0,0,15,2,13,2,,,,,
202,2,oats-cc mix,8/15/23,2023,1M,0,0,3,0,0,3,0,3,-12,,,,,
202,2,oats-cc mix,8/22/23,2023,1M,0,1,0,0,0,1,1,0,-2,,,,,
202,2,oats-cc mix,8/31/23,2023,1M,0,0,1,0,0,1,0,1,0,,,,,
202,2,oats-cc mix,9/8/23,2023,1M,0,0,0,2,0,2,0,2,1,,,,,
202,2,oats-cc mix,9/13/23,2023,1M,0,0,0,1,0,1,0,1,-1,,,,,
202,2,oats-cc mix,9/22/23,2023,1M,0,0,1,2,0,3,0,3,2,,,,,
202,2,oats-cc mix,9/29/23,2023,1M,0,1,0,2,0,3,1,2,0,,,,,
203,2,wheat/clover,5/4/23,2023,1M,0,0,0,0,0,0,0,0,0,0,0,3,5,10
203,2,wheat/clover,5/16/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
203,2,wheat/clover,5/22/23,2023,1M,0,1,0,0,0,1,1,0,1,,,,,
203,2,wheat/clover,5/30/23,2023,1M,0,0,0,0,0,0,0,0,-1,,,,,
203,2,wheat/clover,6/5/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
203,2,wheat/clover,6/13/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
203,2,wheat/clover,6/21/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
203,2,wheat/clover,6/28/23,2023,1M,1,0,2,0,0,3,1,2,3,,,,,
203,2,wheat/clover,7/6/23,2023,1M,0,0,0,0,0,0,0,0,-3,,,,,
203,2,wheat/clover,7/12/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
203,2,wheat/clover,7/18/23,2023,1M,0,0,4,0,0,4,0,4,4,,,,,
203,2,wheat/clover,7/25/23,2023,1M,0,3,2,0,0,5,3,2,1,,,,,
203,2,wheat/clover,7/31/23,2023,1M,0,5,1,0,0,6,5,1,1,,,,,
203,2,wheat/clover,8/10/23,2023,1M,0,0,7,0,0,7,0,7,1,,,,,
203,2,wheat/clover,8/15/23,2023,1M,0,0,8,2,0,10,0,10,3,,,,,
203,2,wheat/clover,8/22/23,2023,1M,0,0,3,0,0,3,0,3,-7,,,,,
203,2,wheat/clover,8/31/23,2023,1M,0,0,1,2,0,3,0,3,0,,,,,
203,2,wheat/clover,9/8/23,2023,1M,0,0,2,1,0,3,0,3,0,,,,,
203,2,wheat/clover,9/13/23,2023,1M,0,0,2,1,0,3,0,3,0,,,,,
203,2,wheat/clover,9/22/23,2023,1M,0,0,0,1,0,1,0,1,-2,,,,,
203,2,wheat/clover,9/29/23,2023,1M,0,0,0,1,0,1,0,1,0,,,,,
204,2,alfalfa/oats,5/4/23,2023,1M,0,0,0,0,0,0,0,0,0,8,5,5,6,7
204,2,alfalfa/oats,5/16/23,2023,1M,5,3,0,0,0,8,8,0,8,,,,,
204,2,alfalfa/oats,5/22/23,2023,1M,1,9,0,0,0,10,10,0,2,,,,,
204,2,alfalfa/oats,5/30/23,2023,1M,0,2,0,0,0,2,2,0,-8,,,,,
204,2,alfalfa/oats,6/5/23,2023,1M,0,4,0,0,0,4,4,0,2,,,,,
204,2,alfalfa/oats,6/13/23,2023,1M,0,5,0,0,0,5,5,0,1,,,,,
204,2,alfalfa/oats,6/21/23,2023,1M,0,5,0,0,0,5,5,0,0,,,,,
204,2,alfalfa/oats,6/28/23,2023,1M,0,0,0,0,0,0,0,0,-5,,,,,
204,2,alfalfa/oats,7/6/23,2023,1M,0,0,1,0,0,1,0,1,1,,,,,
204,2,alfalfa/oats,7/12/23,2023,1M,0,5,1,0,0,6,5,1,5,,,,,
204,2,alfalfa/oats,7/18/23,2023,1M,0,0,3,2,0,5,0,5,-1,,,,,
204,2,alfalfa/oats,7/25/23,2023,1M,1,2,2,1,0,6,3,3,1,,,,,
204,2,alfalfa/oats,7/31/23,2023,1M,1,2,3,1,0,7,3,4,1,,,,,
204,2,alfalfa/oats,8/10/23,2023,1M,3,2,5,0,0,10,5,5,3,,,,,
204,2,alfalfa/oats,8/15/23,2023,1M,0,1,6,0,0,7,1,6,-3,,,,,
204,2,alfalfa/oats,8/22/23,2023,1M,0,1,2,0,0,3,1,2,-4,,,,,
204,2,alfalfa/oats,8/31/23,2023,1M,0,0,3,0,0,3,0,3,0,,,,,
204,2,alfalfa/oats,9/8/23,2023,1M,0,0,2,0,0,2,0,2,-1,,,,,
204,2,alfalfa/oats,9/13/23,2023,1M,0,0,1,0,0,1,0,1,-1,,,,,
204,2,alfalfa/oats,9/22/23,2023,1M,0,0,0,0,0,0,0,0,-1,,,,,
204,2,alfalfa/oats,9/29/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
205,2,alfalfa/orchardgrass,5/4/23,2023,1M,0,0,0,0,0,0,0,0,0,7,13,17,7,8
205,2,alfalfa/orchardgrass,5/16/23,2023,1M,6,1,0,0,0,7,7,0,7,,,,,
205,2,alfalfa/orchardgrass,5/22/23,2023,1M,0,7,0,0,0,7,7,0,0,,,,,
205,2,alfalfa/orchardgrass,5/30/23,2023,1M,1,11,0,0,0,12,12,0,5,,,,,
205,2,alfalfa/orchardgrass,6/5/23,2023,1M,0,4,1,0,0,5,4,1,-7,,,,,
205,2,alfalfa/orchardgrass,6/13/23,2023,1M,0,6,7,0,0,13,6,7,8,,,,,
205,2,alfalfa/orchardgrass,6/21/23,2023,1M,0,0,10,2,0,12,0,12,-1,,,,,
205,2,alfalfa/orchardgrass,6/28/23,2023,1M,0,12,5,0,0,17,12,5,5,,,,,
205,2,alfalfa/orchardgrass,7/6/23,2023,1M,0,0,4,7,2,13,0,13,-4,,,,,
205,2,alfalfa/orchardgrass,7/12/23,2023,1M,0,0,5,1,0,6,0,6,-7,,,,,
205,2,alfalfa/orchardgrass,7/18/23,2023,1M,0,0,7,1,0,8,0,8,2,,,,,
205,2,alfalfa/orchardgrass,7/25/23,2023,1M,0,1,5,1,0,7,1,6,-1,,,,,
205,2,alfalfa/orchardgrass,7/31/23,2023,1M,0,5,5,1,0,11,5,6,4,,,,,
205,2,alfalfa/orchardgrass,8/10/23,2023,1M,0,2,7,1,0,10,2,8,-1,,,,,
205,2,alfalfa/orchardgrass,8/15/23,2023,1M,0,0,7,1,0,8,0,8,-2,,,,,
205,2,alfalfa/orchardgrass,8/22/23,2023,1M,0,2,5,0,0,7,2,5,-1,,,,,
205,2,alfalfa/orchardgrass,8/31/23,2023,1M,0,1,14,0,0,15,1,14,8,,,,,
205,2,alfalfa/orchardgrass,9/8/23,2023,1M,0,0,14,0,0,14,0,14,-1,,,,,
205,2,alfalfa/orchardgrass,9/13/23,2023,1M,0,0,9,5,0,14,0,14,0,,,,,
205,2,alfalfa/orchardgrass,9/22/23,2023,1M,0,3,4,0,0,7,3,4,-7,,,,,
205,2,alfalfa/orchardgrass,9/29/23,2023,1M,0,0,7,0,0,7,0,7,0,,,,,
206,2,ryelage-sorghum sudangrass,5/4/23,2023,1M,0,0,0,0,0,0,0,0,0,1,0,26,41,47
206,2,ryelage-sorghum sudangrass,5/16/23,2023,1M,0,1,0,0,0,1,1,0,1,,,,,
206,2,ryelage-sorghum sudangrass,5/22/23,2023,1M,0,0,0,0,0,0,0,0,-1,,,,,
206,2,ryelage-sorghum sudangrass,5/30/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
206,2,ryelage-sorghum sudangrass,6/5/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
206,2,ryelage-sorghum sudangrass,6/13/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
206,2,ryelage-sorghum sudangrass,6/21/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
206,2,ryelage-sorghum sudangrass,6/28/23,2023,1M,0,26,0,0,0,26,26,0,26,,,,,
206,2,ryelage-sorghum sudangrass,7/6/23,2023,1M,0,0,20,7,0,27,0,27,1,,,,,
206,2,ryelage-sorghum sudangrass,7/12/23,2023,1M,0,9,12,14,0,35,9,26,8,,,,,
206,2,ryelage-sorghum sudangrass,7/18/23,2023,1M,0,0,19,8,6,33,0,33,-2,,,,,
206,2,ryelage-sorghum sudangrass,7/25/23,2023,1M,0,4,10,23,4,41,4,37,8,,,,,
206,2,ryelage-sorghum sudangrass,7/31/23,2023,1M,0,4,15,19,5,43,4,39,2,,,,,
206,2,ryelage-sorghum sudangrass,8/10/23,2023,1M,0,0,18,22,6,46,0,46,3,,,,,
206,2,ryelage-sorghum sudangrass,8/15/23,2023,1M,0,0,15,25,7,47,0,47,1,,,,,
206,2,ryelage-sorghum sudangrass,8/22/23,2023,1M,0,3,7,0,0,10,3,7,-37,,,,,
206,2,ryelage-sorghum sudangrass,8/31/23,2023,1M,0,0,10,0,0,10,0,10,0,,,,,
206,2,ryelage-sorghum sudangrass,9/8/23,2023,1M,0,0,3,6,0,9,0,9,-1,,,,,
206,2,ryelage-sorghum sudangrass,9/13/23,2023,1M,0,0,2,6,0,8,0,8,-1,,,,,
206,2,ryelage-sorghum sudangrass,9/22/23,2023,1M,0,5,6,0,0,11,5,6,3,,,,,
206,2,ryelage-sorghum sudangrass,9/29/23,2023,1M,0,0,6,1,0,7,0,7,-4,,,,,
301,3,alfalfa/oats,5/4/23,2023,1M,0,0,0,0,0,0,0,0,0,0,5,7,6,8
301,3,alfalfa/oats,5/16/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
301,3,alfalfa/oats,5/22/23,2023,1M,1,15,0,0,0,16,16,0,16,,,,,
301,3,alfalfa/oats,5/30/23,2023,1M,2,14,0,0,0,16,16,0,0,,,,,
301,3,alfalfa/oats,6/5/23,2023,1M,0,11,4,0,0,15,11,4,-1,,,,,
301,3,alfalfa/oats,6/13/23,2023,1M,0,5,0,0,0,5,5,0,-10,,,,,
301,3,alfalfa/oats,6/21/23,2023,1M,0,6,3,0,0,9,6,3,4,,,,,
301,3,alfalfa/oats,6/28/23,2023,1M,0,5,2,0,0,7,5,2,-2,,,,,
301,3,alfalfa/oats,7/6/23,2023,1M,0,0,3,3,0,6,0,6,-1,,,,,
301,3,alfalfa/oats,7/12/23,2023,1M,0,1,2,0,0,3,1,2,-3,,,,,
301,3,alfalfa/oats,7/18/23,2023,1M,0,3,3,0,0,6,3,3,3,,,,,
301,3,alfalfa/oats,7/25/23,2023,1M,1,2,2,1,0,6,3,3,0,,,,,
301,3,alfalfa/oats,7/31/23,2023,1M,0,4,4,1,0,9,4,5,3,,,,,
301,3,alfalfa/oats,8/10/23,2023,1M,0,2,3,5,0,10,2,8,1,,,,,
301,3,alfalfa/oats,8/15/23,2023,1M,0,0,3,5,0,8,0,8,-2,,,,,
301,3,alfalfa/oats,8/22/23,2023,1M,0,0,10,0,0,10,0,10,2,,,,,
301,3,alfalfa/oats,8/31/23,2023,1M,1,1,4,0,0,6,2,4,-4,,,,,
301,3,alfalfa/oats,9/8/23,2023,1M,0,0,1,5,0,6,0,6,0,,,,,
301,3,alfalfa/oats,9/13/23,2023,1M,0,0,2,6,0,8,0,8,2,,,,,
301,3,alfalfa/oats,9/22/23,2023,1M,0,0,1,2,2,5,0,5,-3,,,,,
301,3,alfalfa/oats,9/29/23,2023,1M,0,1,4,0,0,5,1,4,0,,,,,
302,3,wheat-cc mix,5/4/23,2023,1M,0,0,0,0,0,0,0,0,0,8,0,0,15,11
302,3,wheat-cc mix,5/16/23,2023,1M,5,3,0,0,0,8,8,0,8,,,,,
302,3,wheat-cc mix,5/22/23,2023,1M,0,0,0,0,0,0,0,0,-8,,,,,
302,3,wheat-cc mix,5/30/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
302,3,wheat-cc mix,6/5/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
302,3,wheat-cc mix,6/13/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
302,3,wheat-cc mix,6/21/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
302,3,wheat-cc mix,6/28/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
302,3,wheat-cc mix,7/6/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
302,3,wheat-cc mix,7/12/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
302,3,wheat-cc mix,7/18/23,2023,1M,0,0,0,0,0,0,0,0,0,,,,,
302,3,wheat-cc mix,7/25/23,2023,1M,0,12,3,0,0,15,12,3,15,,,,,
302,3,wheat-cc mix,7/31/23,2023,1M,0,4,1,3,0,8,4,4,-7,,,,,
302,3,wheat-cc mix,8/10/23,2023,1M,0,3,5,3,0,11,3,8,3,,,,,
302,3,wheat-cc mix,8/15/23,2023,1M,0,0,3,8,0,11,0,11,0,,,,,
302,3,wheat-cc mix,8/22/23,2023,1M,0,0,2,1,0,3,0,3,-8,,,,,
302,3,wheat-cc mix,8/31/23,2023,1M,0,0,2,1,0,3,0,3,0,,,,,
